Fecha,Producto,Ventas
2023-06-03,Monitor 24 pulgadas,9
2024-05-01,Monitor 24 pulgadas,5
2023-09-26,Monitor 24 pulgadas,4
2025-02-04,Memoria RAM 16GB,16
2023-04-24,Monitor 24 pulgadas,6
2024-02-23,Memoria RAM 16GB,18
2023-09-12,Memoria RAM 16GB,18
2025-06-06,Laptop Dell Inspiron,7
2023-05-25,Monitor 24 pulgadas,6
2023-09-26,Tarjeta Gráfica RTX 4060,5
2024-12-09,Monitor 24 pulgadas,8
2025-08-24,Tarjeta Gráfica RTX 4060,8
2024-07-22,Memoria RAM 16GB,13
2023-09-08,Memoria RAM 16GB,16
2025-01-27,Laptop Dell Inspiron,3
2025-08-10,Monitor 24 pulgadas,4
2023-06-21,Laptop Dell Inspiron,6
2026-01-20,Laptop Dell Inspiron,6
2025-02-06,Monitor 24 pulgadas,9
2025-03-16,Monitor 24 pulgadas,7
2026-02-16,Monitor 24 pulgadas,4
2023-10-19,Tarjeta Gráfica RTX 4060,3
2026-01-03,Procesador Ryzen 5,14
2024-09-22,Laptop Dell Inspiron,4
2023-05-07,Laptop Dell Inspiron,2
2024-07-19,Monitor 24 pulgadas,10
2023-12-27,Memoria RAM 16GB,17
2025-09-03,Procesador Ryzen 5,11
2024-07-25,Tarjeta Gráfica RTX 4060,5
2025-10-14,Memoria RAM 16GB,16
2024-11-14,Tarjeta Gráfica RTX 4060,0
2024-04-17,Tarjeta Gráfica RTX 4060,4
2023-06-08,Monitor 24 pulgadas,6
2025-10-19,Laptop Dell Inspiron,6
2025-03-01,Monitor 24 pulgadas,7
2025-09-05,Procesador Ryzen 5,12
2026-02-07,Monitor 24 pulgadas,9
2023-05-25,Memoria RAM 16GB,15
2024-03-01,Memoria RAM 16GB,18
2023-04-20,Laptop Dell Inspiron,4
2023-10-28,Monitor 24 pulgadas,12
2025-06-28,Memoria RAM 16GB,19
2025-01-17,Monitor 24 pulgadas,12
2025-11-28,Memoria RAM 16GB,45
2023-12-28,Memoria RAM 16GB,18
2025-03-05,Tarjeta Gráfica RTX 4060,3
2025-02-02,Tarjeta Gráfica RTX 4060,5
2024-02-08,Monitor 24 pulgadas,6
2025-06-29,Tarjeta Gráfica RTX 4060,3
2025-08-12,Memoria RAM 16GB,13
2025-04-28,Procesador Ryzen 5,7
2024-10-29,Memoria RAM 16GB,13
2025-05-16,Tarjeta Gráfica RTX 4060,7
2026-02-15,Memoria RAM 16GB,17
2024-03-18,Laptop Dell Inspiron,2
2023-05-30,Tarjeta Gráfica RTX 4060,4
2024-11-15,Procesador Ryzen 5,35
2023-08-19,Laptop Dell Inspiron,22
2024-10-01,Procesador Ryzen 5,10
2025-02-01,Monitor 24 pulgadas,10
2023-09-16,Laptop Dell Inspiron,5
2025-05-04,Tarjeta Gráfica RTX 4060,5
2023-12-01,Monitor 24 pulgadas,9
2024-07-26,Tarjeta Gráfica RTX 4060,4
2025-11-03,Tarjeta Gráfica RTX 4060,5
2026-03-09,Memoria RAM 16GB,14
2026-01-29,Memoria RAM 16GB,16
2023-11-12,Laptop Dell Inspiron,5
2024-02-16,Monitor 24 pulgadas,9
2024-05-09,Tarjeta Gráfica RTX 4060,3
2024-03-04,Monitor 24 pulgadas,6
2024-09-06,Laptop Dell Inspiron,7
2025-05-14,Tarjeta Gráfica RTX 4060,4
2026-01-11,Monitor 24 pulgadas,9
2025-12-08,Procesador Ryzen 5,8
2024-08-22,Tarjeta Gráfica RTX 4060,4
2025-02-23,Memoria RAM 16GB,16
2024-11-04,Monitor 24 pulgadas,8
2023-05-09,Laptop Dell Inspiron,2
2023-12-29,Tarjeta Gráfica RTX 4060,6
2026-03-21,Monitor 24 pulgadas,11
2024-11-23,Tarjeta Gráfica RTX 4060,30
2024-05-07,Tarjeta Gráfica RTX 4060,1
2025-04-15,Tarjeta Gráfica RTX 4060,4
2024-04-30,Laptop Dell Inspiron,6
2024-11-25,Monitor 24 pulgadas,30
2026-03-27,Memoria RAM 16GB,21
2023-12-01,Laptop Dell Inspiron,10
2023-11-29,Memoria RAM 16GB,40
2025-02-04,Procesador Ryzen 5,10
2024-05-25,Laptop Dell Inspiron,6
2023-08-19,Tarjeta Gráfica RTX 4060,7
2023-12-29,Laptop Dell Inspiron,6
2025-09-10,Memoria RAM 16GB,18
2025-07-29,Laptop Dell Inspiron,7
2023-08-05,Monitor 24 pulgadas,8
2025-06-24,Monitor 24 pulgadas,7
2025-02-22,Laptop Dell Inspiron,7
2023-12-28,Procesador Ryzen 5,8
2025-08-29,Monitor 24 pulgadas,20
2024-09-25,Memoria RAM 16GB,14
2025-05-07,Procesador Ryzen 5,6
2025-01-14,Laptop Dell Inspiron,3
2023-07-21,Memoria RAM 16GB,19
2024-02-11,Procesador Ryzen 5,11
2024-07-18,Memoria RAM 16GB,17
2025-07-11,Memoria RAM 16GB,19
2025-08-15,Procesador Ryzen 5,17
2024-10-09,Memoria RAM 16GB,17
2023-06-15,Procesador Ryzen 5,8
2024-05-02,Tarjeta Gráfica RTX 4060,5
2025-10-05,Procesador Ryzen 5,10
2025-06-22,Tarjeta Gráfica RTX 4060,3
2023-07-31,Laptop Dell Inspiron,2
2024-12-28,Memoria RAM 16GB,19
2024-11-02,Laptop Dell Inspiron,5
2024-04-05,Procesador Ryzen 5,9
2025-09-09,Memoria RAM 16GB,17
2023-10-08,Memoria RAM 16GB,18
2025-09-26,Procesador Ryzen 5,13
2025-06-12,Monitor 24 pulgadas,5
2023-12-11,Memoria RAM 16GB,32
2025-01-09,Laptop Dell Inspiron,6
2024-07-06,Memoria RAM 16GB,20
2026-03-24,Laptop Dell Inspiron,3
2024-07-21,Procesador Ryzen 5,7
2026-01-12,Memoria RAM 16GB,13
2025-09-25,Memoria RAM 16GB,18
2023-06-18,Laptop Dell Inspiron,2
2025-02-26,Memoria RAM 16GB,18
2025-03-24,Monitor 24 pulgadas,5
2024-05-26,Tarjeta Gráfica RTX 4060,2
2024-01-30,Tarjeta Gráfica RTX 4060,3
2023-12-02,Memoria RAM 16GB,21
2025-09-20,Tarjeta Gráfica RTX 4060,8
2025-02-23,Laptop Dell Inspiron,7
2024-11-11,Procesador Ryzen 5,6
2026-03-07,Tarjeta Gráfica RTX 4060,3
2025-05-30,Procesador Ryzen 5,10
2024-11-16,Laptop Dell Inspiron,30
2023-10-25,Procesador Ryzen 5,9
2024-03-23,Laptop Dell Inspiron,7
2025-11-06,Laptop Dell Inspiron,7
2025-09-07,Laptop Dell Inspiron,4
2024-03-07,Monitor 24 pulgadas,7
2024-02-02,Laptop Dell Inspiron,7
2024-12-15,Tarjeta Gráfica RTX 4060,17
2023-10-04,Tarjeta Gráfica RTX 4060,0
2024-08-25,Tarjeta Gráfica RTX 4060,7
2025-08-30,Memoria RAM 16GB,19
2024-01-02,Memoria RAM 16GB,16
2024-10-26,Tarjeta Gráfica RTX 4060,3
2025-10-05,Monitor 24 pulgadas,8
2023-09-25,Procesador Ryzen 5,10
2025-03-05,Monitor 24 pulgadas,4
2024-08-04,Tarjeta Gráfica RTX 4060,5
2025-09-02,Monitor 24 pulgadas,16
2025-09-29,Monitor 24 pulgadas,5
2025-05-01,Laptop Dell Inspiron,7
2023-06-21,Monitor 24 pulgadas,9
2025-01-03,Procesador Ryzen 5,13
2025-10-29,Monitor 24 pulgadas,4
2025-05-16,Procesador Ryzen 5,9
2023-05-02,Tarjeta Gráfica RTX 4060,4
2023-10-17,Laptop Dell Inspiron,3
2025-10-03,Tarjeta Gráfica RTX 4060,4
2025-07-17,Procesador Ryzen 5,8
2026-01-08,Memoria RAM 16GB,17
2025-12-01,Tarjeta Gráfica RTX 4060,0
2025-02-22,Tarjeta Gráfica RTX 4060,5
2024-02-22,Procesador Ryzen 5,10
2023-08-05,Laptop Dell Inspiron,10
2025-12-08,Tarjeta Gráfica RTX 4060,3
2025-09-20,Procesador Ryzen 5,9
2024-05-31,Memoria RAM 16GB,18
2023-06-21,Procesador Ryzen 5,11
2024-07-12,Laptop Dell Inspiron,5
2025-08-26,Laptop Dell Inspiron,14
2023-09-10,Memoria RAM 16GB,17
2024-11-28,Procesador Ryzen 5,33
2023-12-06,Procesador Ryzen 5,7
2025-03-13,Tarjeta Gráfica RTX 4060,5
2024-08-01,Tarjeta Gráfica RTX 4060,0
2024-06-06,Laptop Dell Inspiron,3
2024-02-18,Tarjeta Gráfica RTX 4060,3
2025-02-11,Laptop Dell Inspiron,6
2024-11-08,Memoria RAM 16GB,17
2024-09-09,Laptop Dell Inspiron,5
2026-02-24,Laptop Dell Inspiron,5
2023-07-13,Laptop Dell Inspiron,5
2026-02-28,Monitor 24 pulgadas,8
2025-01-02,Laptop Dell Inspiron,4
2024-08-21,Laptop Dell Inspiron,17
2024-04-16,Monitor 24 pulgadas,6
2024-03-16,Procesador Ryzen 5,11
2025-10-03,Procesador Ryzen 5,13
2023-06-28,Laptop Dell Inspiron,6
2025-01-18,Procesador Ryzen 5,13
2024-01-25,Laptop Dell Inspiron,3
2024-09-28,Procesador Ryzen 5,11
2026-01-06,Tarjeta Gráfica RTX 4060,1
2025-06-12,Memoria RAM 16GB,16
2023-08-29,Monitor 24 pulgadas,16
2025-04-28,Tarjeta Gráfica RTX 4060,4
2025-01-03,Monitor 24 pulgadas,11
2023-06-24,Monitor 24 pulgadas,12
2023-05-01,Monitor 24 pulgadas,8
2025-06-20,Monitor 24 pulgadas,12
2024-10-05,Laptop Dell Inspiron,8
2024-10-13,Procesador Ryzen 5,11
2024-05-06,Procesador Ryzen 5,6
2024-11-04,Tarjeta Gráfica RTX 4060,4
2025-04-11,Memoria RAM 16GB,18
2023-07-18,Monitor 24 pulgadas,4
2026-04-02,Tarjeta Gráfica RTX 4060,2
2023-04-24,Procesador Ryzen 5,7
2024-02-26,Monitor 24 pulgadas,8
2023-11-17,Memoria RAM 16GB,42
2023-04-27,Procesador Ryzen 5,8
2024-01-06,Tarjeta Gráfica RTX 4060,7
2026-03-31,Procesador Ryzen 5,10
2025-02-17,Memoria RAM 16GB,17
2025-01-22,Laptop Dell Inspiron,7
2024-01-15,Monitor 24 pulgadas,7
2023-04-08,Tarjeta Gráfica RTX 4060,8
2023-06-15,Monitor 24 pulgadas,4
2024-06-22,Tarjeta Gráfica RTX 4060,3
2024-09-06,Procesador Ryzen 5,14
2025-12-01,Monitor 24 pulgadas,9
2023-12-19,Tarjeta Gráfica RTX 4060,15
2023-09-18,Laptop Dell Inspiron,3
2023-05-24,Memoria RAM 16GB,14
2025-09-11,Tarjeta Gráfica RTX 4060,2
2024-10-25,Laptop Dell Inspiron,9
2023-08-25,Memoria RAM 16GB,21
2024-10-19,Laptop Dell Inspiron,9
2025-09-26,Tarjeta Gráfica RTX 4060,5
2024-04-24,Procesador Ryzen 5,9
2026-03-29,Tarjeta Gráfica RTX 4060,5
2023-10-03,Procesador Ryzen 5,8
2025-09-15,Monitor 24 pulgadas,4
2026-03-16,Laptop Dell Inspiron,6
2025-06-20,Tarjeta Gráfica RTX 4060,7
2023-04-19,Tarjeta Gráfica RTX 4060,1
2024-08-18,Monitor 24 pulgadas,18
2023-09-15,Monitor 24 pulgadas,8
2023-09-29,Procesador Ryzen 5,11
2025-08-25,Monitor 24 pulgadas,16
2023-11-26,Tarjeta Gráfica RTX 4060,25
2025-03-07,Tarjeta Gráfica RTX 4060,7
2023-12-22,Procesador Ryzen 5,29
2023-07-18,Procesador Ryzen 5,10
2025-09-30,Memoria RAM 16GB,18
2025-03-21,Tarjeta Gráfica RTX 4060,5
2024-04-06,Monitor 24 pulgadas,12
2026-02-27,Laptop Dell Inspiron,6
2024-11-29,Tarjeta Gráfica RTX 4060,31
2026-03-23,Tarjeta Gráfica RTX 4060,0
2024-11-04,Memoria RAM 16GB,18
2026-04-02,Procesador Ryzen 5,11
2024-07-24,Tarjeta Gráfica RTX 4060,2
2023-07-03,Monitor 24 pulgadas,9
2024-02-10,Memoria RAM 16GB,21
2023-04-29,Laptop Dell Inspiron,5
2023-06-26,Tarjeta Gráfica RTX 4060,3
2025-07-06,Monitor 24 pulgadas,9
2025-07-01,Procesador Ryzen 5,9
2023-05-19,Monitor 24 pulgadas,9
2024-01-11,Monitor 24 pulgadas,9
2024-05-20,Monitor 24 pulgadas,4
2023-05-30,Laptop Dell Inspiron,2
2023-09-18,Monitor 24 pulgadas,8
2025-10-30,Tarjeta Gráfica RTX 4060,2
2025-06-15,Laptop Dell Inspiron,2
2023-09-04,Monitor 24 pulgadas,19
2025-05-05,Memoria RAM 16GB,17
2024-10-03,Procesador Ryzen 5,8
2026-02-02,Memoria RAM 16GB,18
2024-01-12,Laptop Dell Inspiron,8
2023-09-05,Tarjeta Gráfica RTX 4060,6
2024-08-14,Monitor 24 pulgadas,5
2025-09-28,Laptop Dell Inspiron,2
2024-07-26,Procesador Ryzen 5,12
2023-10-15,Tarjeta Gráfica RTX 4060,0
2024-10-23,Laptop Dell Inspiron,2
2023-07-01,Monitor 24 pulgadas,7
2025-09-05,Monitor 24 pulgadas,20
2025-07-31,Procesador Ryzen 5,6
2024-08-05,Laptop Dell Inspiron,6
2026-04-07,Procesador Ryzen 5,11
2024-04-18,Memoria RAM 16GB,15
2024-04-02,Memoria RAM 16GB,13
2025-05-23,Procesador Ryzen 5,11
2024-12-31,Monitor 24 pulgadas,6
2025-12-19,Memoria RAM 16GB,31
2024-05-19,Laptop Dell Inspiron,5
2026-03-30,Laptop Dell Inspiron,3
2026-04-05,Laptop Dell Inspiron,6
2024-07-17,Monitor 24 pulgadas,6
2025-11-09,Tarjeta Gráfica RTX 4060,5
2025-07-23,Monitor 24 pulgadas,8
2023-10-28,Procesador Ryzen 5,11
2026-01-08,Procesador Ryzen 5,11
2023-11-11,Memoria RAM 16GB,16
2023-05-17,Procesador Ryzen 5,6
2024-03-05,Procesador Ryzen 5,7
2025-09-17,Tarjeta Gráfica RTX 4060,5
2025-07-01,Laptop Dell Inspiron,2
2024-10-17,Monitor 24 pulgadas,5
2024-05-01,Procesador Ryzen 5,7
2025-09-17,Laptop Dell Inspiron,5
2023-04-17,Laptop Dell Inspiron,7
2025-05-13,Laptop Dell Inspiron,5
2025-11-13,Memoria RAM 16GB,15
2024-07-04,Procesador Ryzen 5,10
2024-12-27,Laptop Dell Inspiron,8
2025-05-17,Monitor 24 pulgadas,8
2026-02-11,Monitor 24 pulgadas,8
2025-06-19,Laptop Dell Inspiron,7
2023-11-16,Monitor 24 pulgadas,33
2025-11-22,Tarjeta Gráfica RTX 4060,30
2024-04-20,Memoria RAM 16GB,21
2024-06-26,Monitor 24 pulgadas,9
2025-11-21,Tarjeta Gráfica RTX 4060,33
2025-04-02,Monitor 24 pulgadas,6
2023-10-23,Laptop Dell Inspiron,6
2023-05-31,Procesador Ryzen 5,9
2025-07-31,Laptop Dell Inspiron,3
2026-03-24,Procesador Ryzen 5,8
2024-11-22,Monitor 24 pulgadas,37
2024-12-22,Tarjeta Gráfica RTX 4060,15
2023-04-09,Monitor 24 pulgadas,5
2024-01-24,Monitor 24 pulgadas,5
2024-10-08,Laptop Dell Inspiron,6
2023-11-05,Laptop Dell Inspiron,3
2023-10-21,Memoria RAM 16GB,19
2026-02-17,Monitor 24 pulgadas,4
2024-09-22,Procesador Ryzen 5,9
2023-09-26,Procesador Ryzen 5,7
2025-10-20,Tarjeta Gráfica RTX 4060,3
2024-11-03,Procesador Ryzen 5,10
2024-10-04,Procesador Ryzen 5,9
2023-05-11,Laptop Dell Inspiron,2
2023-10-03,Monitor 24 pulgadas,8
2025-10-01,Memoria RAM 16GB,13
2023-12-22,Laptop Dell Inspiron,20
2024-01-10,Procesador Ryzen 5,10
2026-03-05,Procesador Ryzen 5,7
2024-04-05,Tarjeta Gráfica RTX 4060,5
2024-05-07,Monitor 24 pulgadas,8
2023-08-13,Tarjeta Gráfica RTX 4060,1
2026-02-22,Procesador Ryzen 5,6
2024-01-21,Monitor 24 pulgadas,6
2024-01-17,Procesador Ryzen 5,8
2024-08-26,Procesador Ryzen 5,14
2024-11-08,Monitor 24 pulgadas,11
2026-01-04,Procesador Ryzen 5,7
2026-02-16,Memoria RAM 16GB,14
2024-10-11,Monitor 24 pulgadas,11
2026-01-06,Monitor 24 pulgadas,9
2023-12-21,Tarjeta Gráfica RTX 4060,15
2025-12-02,Tarjeta Gráfica RTX 4060,1
2025-06-29,Procesador Ryzen 5,8
2025-09-13,Tarjeta Gráfica RTX 4060,6
2024-09-09,Tarjeta Gráfica RTX 4060,4
2024-02-25,Laptop Dell Inspiron,5
2025-05-26,Laptop Dell Inspiron,5
2025-05-18,Procesador Ryzen 5,10
2023-06-20,Procesador Ryzen 5,11
2024-01-20,Monitor 24 pulgadas,10
2025-10-10,Tarjeta Gráfica RTX 4060,8
2023-08-17,Laptop Dell Inspiron,16
2023-04-16,Memoria RAM 16GB,16
2025-05-31,Procesador Ryzen 5,11
2025-06-09,Procesador Ryzen 5,10
2025-07-16,Procesador Ryzen 5,11
2025-01-10,Tarjeta Gráfica RTX 4060,4
2024-04-23,Laptop Dell Inspiron,4
2025-12-02,Monitor 24 pulgadas,8
2024-10-13,Laptop Dell Inspiron,5
2024-01-27,Memoria RAM 16GB,20
2025-11-16,Laptop Dell Inspiron,28
2025-11-19,Monitor 24 pulgadas,32
2025-07-08,Memoria RAM 16GB,14
2023-07-12,Monitor 24 pulgadas,4
2023-11-04,Monitor 24 pulgadas,8
2025-05-03,Tarjeta Gráfica RTX 4060,8
2025-03-03,Memoria RAM 16GB,18
2026-02-10,Tarjeta Gráfica RTX 4060,5
2025-01-21,Procesador Ryzen 5,11
2026-03-19,Laptop Dell Inspiron,6
2023-10-26,Tarjeta Gráfica RTX 4060,1
2024-11-01,Monitor 24 pulgadas,8
2024-02-14,Monitor 24 pulgadas,4
2024-11-19,Procesador Ryzen 5,34
2025-10-15,Tarjeta Gráfica RTX 4060,2
2023-09-13,Laptop Dell Inspiron,6
2024-05-24,Laptop Dell Inspiron,5
2025-02-26,Laptop Dell Inspiron,7
2024-08-15,Monitor 24 pulgadas,16
2024-08-06,Tarjeta Gráfica RTX 4060,1
2024-06-22,Monitor 24 pulgadas,7
2023-06-06,Memoria RAM 16GB,13
2025-11-22,Procesador Ryzen 5,39
2023-09-14,Laptop Dell Inspiron,5
2023-10-11,Monitor 24 pulgadas,5
2024-01-13,Laptop Dell Inspiron,8
2025-04-15,Monitor 24 pulgadas,4
2025-02-26,Tarjeta Gráfica RTX 4060,2
2024-09-11,Tarjeta Gráfica RTX 4060,5
2025-03-22,Monitor 24 pulgadas,7
2024-11-15,Memoria RAM 16GB,44
2025-01-24,Procesador Ryzen 5,10
2024-03-10,Memoria RAM 16GB,16
2023-10-14,Tarjeta Gráfica RTX 4060,3
2026-02-20,Tarjeta Gráfica RTX 4060,3
2024-05-03,Laptop Dell Inspiron,6
2026-01-03,Monitor 24 pulgadas,10
2024-07-10,Laptop Dell Inspiron,3
2026-03-02,Procesador Ryzen 5,9
2025-10-01,Procesador Ryzen 5,8
2026-02-09,Procesador Ryzen 5,10
2024-12-22,Laptop Dell Inspiron,19
2024-03-26,Memoria RAM 16GB,18
2023-08-12,Monitor 24 pulgadas,10
2023-06-07,Procesador Ryzen 5,7
2025-11-13,Procesador Ryzen 5,8
2023-11-21,Tarjeta Gráfica RTX 4060,25
2024-05-15,Tarjeta Gráfica RTX 4060,4
2025-07-29,Procesador Ryzen 5,6
2025-05-24,Monitor 24 pulgadas,7
2025-11-20,Memoria RAM 16GB,41
2024-05-04,Laptop Dell Inspiron,10
2026-03-25,Monitor 24 pulgadas,4
2024-03-18,Procesador Ryzen 5,11
2024-06-29,Laptop Dell Inspiron,5
2026-01-10,Procesador Ryzen 5,9
2026-01-17,Procesador Ryzen 5,9
2025-06-26,Memoria RAM 16GB,18
2024-08-23,Memoria RAM 16GB,19
2024-02-16,Memoria RAM 16GB,20
2025-03-25,Monitor 24 pulgadas,8
2025-06-07,Monitor 24 pulgadas,7
2024-06-05,Memoria RAM 16GB,16
2024-02-19,Memoria RAM 16GB,18
2023-12-30,Laptop Dell Inspiron,10
2024-05-13,Monitor 24 pulgadas,6
2025-06-02,Laptop Dell Inspiron,3
2023-10-30,Tarjeta Gráfica RTX 4060,3
2024-04-24,Memoria RAM 16GB,14
2024-09-10,Memoria RAM 16GB,17
2026-04-08,Laptop Dell Inspiron,7
2023-08-19,Memoria RAM 16GB,22
2024-08-19,Memoria RAM 16GB,18
2023-12-15,Monitor 24 pulgadas,23
2025-03-09,Memoria RAM 16GB,13
2024-02-18,Procesador Ryzen 5,10
2025-02-18,Procesador Ryzen 5,11
2024-07-01,Memoria RAM 16GB,16
2024-09-20,Procesador Ryzen 5,9
2025-07-25,Procesador Ryzen 5,14
2024-09-10,Tarjeta Gráfica RTX 4060,5
2023-04-26,Tarjeta Gráfica RTX 4060,3
2025-08-17,Memoria RAM 16GB,16
2025-03-12,Procesador Ryzen 5,11
2024-06-15,Laptop Dell Inspiron,8
2024-07-06,Tarjeta Gráfica RTX 4060,4
2023-11-28,Memoria RAM 16GB,43
2024-02-03,Laptop Dell Inspiron,9
2024-03-25,Laptop Dell Inspiron,7
2024-04-27,Laptop Dell Inspiron,9
2023-05-13,Procesador Ryzen 5,14
2023-11-19,Procesador Ryzen 5,33
2026-01-23,Memoria RAM 16GB,20
2025-04-22,Tarjeta Gráfica RTX 4060,1
2023-12-05,Memoria RAM 16GB,15
2024-05-16,Procesador Ryzen 5,6
2023-04-16,Laptop Dell Inspiron,6
2025-04-15,Memoria RAM 16GB,14
2023-06-29,Tarjeta Gráfica RTX 4060,5
2024-10-08,Memoria RAM 16GB,13
2025-07-26,Tarjeta Gráfica RTX 4060,6
2025-09-01,Laptop Dell Inspiron,17
2025-03-10,Tarjeta Gráfica RTX 4060,2
2025-11-18,Memoria RAM 16GB,42
2025-04-18,Tarjeta Gráfica RTX 4060,3
2026-01-11,Tarjeta Gráfica RTX 4060,1
2025-02-23,Tarjeta Gráfica RTX 4060,2
2025-08-08,Tarjeta Gráfica RTX 4060,8
2023-12-30,Memoria RAM 16GB,16
2026-01-31,Monitor 24 pulgadas,7
2025-05-07,Tarjeta Gráfica RTX 4060,0
2025-11-03,Memoria RAM 16GB,17
2024-12-24,Tarjeta Gráfica RTX 4060,20
2025-12-23,Tarjeta Gráfica RTX 4060,18
2025-10-05,Laptop Dell Inspiron,3
2025-12-19,Tarjeta Gráfica RTX 4060,20
2024-03-21,Memoria RAM 16GB,17
2023-05-13,Laptop Dell Inspiron,6
2023-06-13,Memoria RAM 16GB,18
2024-08-24,Laptop Dell Inspiron,17
2025-01-17,Tarjeta Gráfica RTX 4060,7
2024-09-14,Procesador Ryzen 5,11
2023-07-10,Laptop Dell Inspiron,4
2024-03-19,Procesador Ryzen 5,7
2025-06-01,Laptop Dell Inspiron,7
2025-02-07,Laptop Dell Inspiron,5
2023-07-29,Monitor 24 pulgadas,12
2025-05-20,Tarjeta Gráfica RTX 4060,0
2023-12-05,Procesador Ryzen 5,11
2024-04-13,Monitor 24 pulgadas,9
2023-04-24,Tarjeta Gráfica RTX 4060,5
2024-10-12,Memoria RAM 16GB,20
2023-08-28,Monitor 24 pulgadas,18
2026-04-06,Laptop Dell Inspiron,4
2024-12-01,Monitor 24 pulgadas,5
2024-10-27,Laptop Dell Inspiron,3
2024-11-12,Monitor 24 pulgadas,4
2025-05-17,Memoria RAM 16GB,21
2023-07-16,Memoria RAM 16GB,15
2024-04-20,Laptop Dell Inspiron,6
2026-04-06,Monitor 24 pulgadas,7
2024-10-11,Memoria RAM 16GB,21
2025-05-28,Laptop Dell Inspiron,3
2024-02-06,Tarjeta Gráfica RTX 4060,3
2023-06-13,Monitor 24 pulgadas,5
2024-04-15,Procesador Ryzen 5,6
2024-11-13,Laptop Dell Inspiron,2
2023-04-21,Memoria RAM 16GB,19
2024-03-04,Procesador Ryzen 5,7
2025-09-04,Procesador Ryzen 5,14
2025-07-06,Tarjeta Gráfica RTX 4060,4
2023-04-12,Tarjeta Gráfica RTX 4060,5
2024-04-04,Monitor 24 pulgadas,4
2024-07-13,Monitor 24 pulgadas,11
2024-10-17,Tarjeta Gráfica RTX 4060,1
2024-01-09,Laptop Dell Inspiron,4
2024-07-04,Monitor 24 pulgadas,6
2024-01-20,Tarjeta Gráfica RTX 4060,6
2024-06-01,Memoria RAM 16GB,17
2023-09-23,Laptop Dell Inspiron,5
2025-04-14,Laptop Dell Inspiron,4
2024-01-27,Procesador Ryzen 5,9
2024-01-19,Tarjeta Gráfica RTX 4060,8
2023-07-30,Monitor 24 pulgadas,5
2023-10-26,Laptop Dell Inspiron,4
2023-09-28,Monitor 24 pulgadas,4
2025-10-13,Monitor 24 pulgadas,6
2024-01-13,Memoria RAM 16GB,18
2024-01-01,Tarjeta Gráfica RTX 4060,5
2024-09-15,Procesador Ryzen 5,6
2024-10-27,Procesador Ryzen 5,11
2024-03-03,Tarjeta Gráfica RTX 4060,0
2025-02-18,Laptop Dell Inspiron,5
2026-02-15,Procesador Ryzen 5,6
2024-07-02,Procesador Ryzen 5,7
2024-06-06,Procesador Ryzen 5,8
2025-12-18,Procesador Ryzen 5,23
2024-06-08,Monitor 24 pulgadas,8
2024-02-07,Monitor 24 pulgadas,5
2025-12-30,Procesador Ryzen 5,6
2024-05-29,Memoria RAM 16GB,13
2023-12-11,Monitor 24 pulgadas,22
2023-11-24,Tarjeta Gráfica RTX 4060,29
2023-07-28,Procesador Ryzen 5,10
2023-12-01,Tarjeta Gráfica RTX 4060,6
2024-10-28,Memoria RAM 16GB,17
2024-02-20,Procesador Ryzen 5,9
2025-09-24,Procesador Ryzen 5,6
2025-03-20,Memoria RAM 16GB,17
2023-11-04,Tarjeta Gráfica RTX 4060,4
2024-06-19,Monitor 24 pulgadas,8
2023-08-08,Procesador Ryzen 5,7
2024-07-08,Laptop Dell Inspiron,2
2023-06-28,Tarjeta Gráfica RTX 4060,2
2024-10-14,Laptop Dell Inspiron,6
2024-07-22,Procesador Ryzen 5,7
2024-03-16,Laptop Dell Inspiron,6
2025-02-24,Laptop Dell Inspiron,7
2023-04-08,Memoria RAM 16GB,17
2024-03-08,Tarjeta Gráfica RTX 4060,8
2025-03-03,Tarjeta Gráfica RTX 4060,5
2023-09-29,Memoria RAM 16GB,17
2023-05-22,Monitor 24 pulgadas,9
2024-12-07,Procesador Ryzen 5,13
2023-09-15,Tarjeta Gráfica RTX 4060,4
2025-05-11,Tarjeta Gráfica RTX 4060,4
2023-04-03,Monitor 24 pulgadas,7
2026-01-21,Laptop Dell Inspiron,7
2024-08-14,Procesador Ryzen 5,6
2023-07-24,Procesador Ryzen 5,10
2023-06-20,Memoria RAM 16GB,14
2025-06-08,Tarjeta Gráfica RTX 4060,3
2026-01-14,Memoria RAM 16GB,17
2026-01-04,Monitor 24 pulgadas,5
2024-12-10,Monitor 24 pulgadas,22
2023-05-20,Procesador Ryzen 5,11
2023-04-18,Memoria RAM 16GB,15
2023-05-29,Procesador Ryzen 5,7
2025-11-26,Memoria RAM 16GB,39
2025-02-14,Laptop Dell Inspiron,10
2025-07-30,Memoria RAM 16GB,15
2026-01-28,Procesador Ryzen 5,8
2024-07-20,Monitor 24 pulgadas,7
2026-03-17,Tarjeta Gráfica RTX 4060,1
2025-05-28,Tarjeta Gráfica RTX 4060,2
2024-02-07,Tarjeta Gráfica RTX 4060,3
2023-09-02,Memoria RAM 16GB,22
2025-08-03,Monitor 24 pulgadas,8
2024-11-13,Tarjeta Gráfica RTX 4060,3
2024-05-28,Memoria RAM 16GB,13
2026-03-13,Tarjeta Gráfica RTX 4060,5
2024-03-30,Memoria RAM 16GB,19
2026-03-09,Tarjeta Gráfica RTX 4060,4
2023-12-04,Tarjeta Gráfica RTX 4060,1
2025-09-27,Laptop Dell Inspiron,10
